|dates|Lane_Kansas_UnitedStates.JHU_ConfirmedCases.data|Lane_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Lane_Kansas_UnitedStates.NYT_ConfirmedCases.data|Lane_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Lane_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Lane_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Lane_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Lane_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|140.0|0|0.0|100|7.0|0|0.0|100
