|dates|Rappahannock_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rappahannock_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rappahannock_Virginia_UnitedStates.Male_Total_Population.data|Rappahannock_Virginia_UnitedStates.Male_Total_Population.missing|Rappahannock_Virginia_UnitedStates.Female_Total_Population.data|Rappahannock_Virginia_UnitedStates.Female_Total_Population.missing|Rappahannock_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Rappahannock_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1981.0|0|3559.0|0|3693.0|0|1178.0|0
