|dates|Tensas_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tensas_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tensas_Louisiana_UnitedStates.Male_Total_Population.data|Tensas_Louisiana_UnitedStates.Male_Total_Population.missing|Tensas_Louisiana_UnitedStates.Female_Total_Population.data|Tensas_Louisiana_UnitedStates.Female_Total_Population.missing|Tensas_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Tensas_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1089.0|0|2158.0|0|2304.0|0|1022.0|0
