|dates|OutofMI_Michigan_UnitedStates.AveragePrecipitationTotal.data|OutofMI_Michigan_UnitedStates.AveragePrecipitationTotal.missing|OutofMI_Michigan_UnitedStates.AveragePrecipitation.data|OutofMI_Michigan_UnitedStates.AveragePrecipitation.missing|OutofMI_Michigan_UnitedStates.AverageWindDirection.data|OutofMI_Michigan_UnitedStates.AverageWindDirection.missing|OutofMI_Michigan_UnitedStates.AverageWindSpeed.data|OutofMI_Michigan_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
