|dates|Pontotoc_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pontotoc_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pontotoc_Oklahoma_UnitedStates.Male_Total_Population.data|Pontotoc_Oklahoma_UnitedStates.Male_Total_Population.missing|Pontotoc_Oklahoma_UnitedStates.Female_Total_Population.data|Pontotoc_Oklahoma_UnitedStates.Female_Total_Population.missing|Pontotoc_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Pontotoc_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6316.0|0|18570.0|0|19677.0|0|9257.0|0
