|dates|Winnebago_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Winnebago_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Winnebago_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Winnebago_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Winnebago_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Winnebago_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Winnebago_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Winnebago_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-02|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-03|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-04|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-05|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-06|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-07|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-08|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-09|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-10|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-11|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-12|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-13|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-14|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-15|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-16|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-17|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-18|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-19|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-20|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-21|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-22|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-23|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-24|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-25|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-26|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-27|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
0|2020-01-28|87934.5|0|2901.5|0|3.1942181513937205|0|90836.0|0
