|dates|Clay_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clay_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clay_WestVirginia_UnitedStates.Male_Total_Population.data|Clay_WestVirginia_UnitedStates.Male_Total_Population.missing|Clay_WestVirginia_UnitedStates.Female_Total_Population.data|Clay_WestVirginia_UnitedStates.Female_Total_Population.missing|Clay_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Clay_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1776.0|0|4360.0|0|4272.0|0|1909.0|0
