|dates|Greenbrier_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greenbrier_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greenbrier_WestVirginia_UnitedStates.Male_Total_Population.data|Greenbrier_WestVirginia_UnitedStates.Male_Total_Population.missing|Greenbrier_WestVirginia_UnitedStates.Female_Total_Population.data|Greenbrier_WestVirginia_UnitedStates.Female_Total_Population.missing|Greenbrier_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Greenbrier_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8099.0|0|17035.0|0|17751.0|0|6747.0|0
