|dates|Searcy_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Searcy_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Searcy_Arkansas_UnitedStates.Male_Total_Population.data|Searcy_Arkansas_UnitedStates.Male_Total_Population.missing|Searcy_Arkansas_UnitedStates.Female_Total_Population.data|Searcy_Arkansas_UnitedStates.Female_Total_Population.missing|Searcy_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Searcy_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1988.0|0|3988.0|0|3970.0|0|1626.0|0
