|dates|Culberson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Culberson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Culberson_Texas_UnitedStates.Male_Total_Population.data|Culberson_Texas_UnitedStates.Male_Total_Population.missing|Culberson_Texas_UnitedStates.Female_Total_Population.data|Culberson_Texas_UnitedStates.Female_Total_Population.missing|Culberson_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Culberson_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|473.0|0|1089.0|0|1115.0|0|500.0|0
