|dates|Gordon_Georgia_UnitedStates.BLS_EmployedPopulation.data|Gordon_Georgia_UnitedStates.BLS_EmployedPopulation.missing|Gordon_Georgia_UnitedStates.BLS_UnemployedPopulation.data|Gordon_Georgia_UnitedStates.BLS_UnemployedPopulation.missing|Gordon_Georgia_UnitedStates.BLS_UnemploymentRate.data|Gordon_Georgia_UnitedStates.BLS_UnemploymentRate.missing|Gordon_Georgia_UnitedStates.BLS_LaborForcePopulation.data|Gordon_Georgia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-02|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-03|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-04|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-05|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-06|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-07|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-08|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-09|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-10|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-11|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-12|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-13|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-14|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-15|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-16|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-17|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-18|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-19|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-20|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-21|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-22|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-23|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-24|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-25|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-26|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-27|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-28|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-29|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-30|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-01-31|27650.5|0|1052.0|0|3.6651859594112013|0|28702.5|0
0|2020-02-01|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-02|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-03|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-04|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-05|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-06|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-07|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-08|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-09|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-10|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-11|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-12|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-13|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-14|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-15|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-16|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-17|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-18|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-19|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-20|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-21|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-22|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-23|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-24|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-25|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-26|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-27|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-28|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-02-29|27836.5|0|1001.0|0|3.471174685739055|0|28837.5|0
0|2020-03-01|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-02|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-03|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-04|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-05|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-06|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-07|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-08|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-09|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-10|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-11|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-12|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-13|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-14|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-15|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-16|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-17|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-18|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-19|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-20|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-21|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-22|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-23|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-24|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-25|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-26|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-27|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-28|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-29|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-30|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-03-31|27719.5|0|1018.0|0|3.5424097433666812|0|28737.5|0
0|2020-04-01|24643.0|0|3633.0|0|12.848351959258736|0|28276.0|0
0|2020-04-02|24643.0|0|3633.0|0|12.848351959258736|0|28276.0|0
0|2020-04-03|24643.0|0|3633.0|0|12.848351959258736|0|28276.0|0
0|2020-04-04|24643.0|0|3633.0|0|12.848351959258736|0|28276.0|0
0|2020-04-05|24643.0|0|3633.0|0|12.848351959258736|0|28276.0|0
0|2020-04-06|24643.0|0|3633.0|0|12.848351959258736|0|28276.0|0
0|2020-04-07|24643.0|0|3633.0|0|12.848351959258736|0|28276.0|0
0|2020-04-08|24643.0|0|3633.0|0|12.848351959258736|0|28276.0|0
0|2020-04-09|24643.0|0|3633.0|0|12.848351959258736|0|28276.0|0
0|2020-04-10|24643.0|0|3633.0|0|12.848351959258736|0|28276.0|0
0|2020-04-11|24643.0|0|3633.0|0|12.848351959258736|0|28276.0|0
0|2020-04-12|24643.0|0|3633.0|0|12.848351959258736|0|28276.0|0
0|2020-04-13|24643.0|0|3633.0|0|12.848351959258736|0|28276.0|0
0|2020-04-14|24643.0|0|3633.0|0|12.848351959258736|0|28276.0|0
