|dates|Daggett_Utah_UnitedStates.JHU_ConfirmedCases.data|Daggett_Utah_UnitedStates.JHU_ConfirmedCases.missing|Daggett_Utah_UnitedStates.NYT_ConfirmedCases.data|Daggett_Utah_UnitedStates.NYT_ConfirmedCases.missing|Daggett_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Daggett_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Daggett_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Daggett_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
