|dates|Wasatch_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wasatch_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wasatch_Utah_UnitedStates.Male_Total_Population.data|Wasatch_Utah_UnitedStates.Male_Total_Population.missing|Wasatch_Utah_UnitedStates.Female_Total_Population.data|Wasatch_Utah_UnitedStates.Female_Total_Population.missing|Wasatch_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Wasatch_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3822.0|0|16873.0|0|16367.0|0|10478.0|0
