|dates|Jackson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_NorthCarolina_UnitedStates.Male_Total_Population.data|Jackson_NorthCarolina_UnitedStates.Male_Total_Population.missing|Jackson_NorthCarolina_UnitedStates.Female_Total_Population.data|Jackson_NorthCarolina_UnitedStates.Female_Total_Population.missing|Jackson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8527.0|0|21253.0|0|22074.0|0|7195.0|0
