|dates|Greene_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_Ohio_UnitedStates.Male_Total_Population.data|Greene_Ohio_UnitedStates.Male_Total_Population.missing|Greene_Ohio_UnitedStates.Female_Total_Population.data|Greene_Ohio_UnitedStates.Female_Total_Population.missing|Greene_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|28829.0|0|82804.0|0|85191.0|0|34671.0|0
