|dates|Fleming_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fleming_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fleming_Kentucky_UnitedStates.Male_Total_Population.data|Fleming_Kentucky_UnitedStates.Male_Total_Population.missing|Fleming_Kentucky_UnitedStates.Female_Total_Population.data|Fleming_Kentucky_UnitedStates.Female_Total_Population.missing|Fleming_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Fleming_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2583.0|0|7090.0|0|7342.0|0|3475.0|0
