|dates|Chouteau_Montana_UnitedStates.JHU_ConfirmedCases.data|Chouteau_Montana_UnitedStates.JHU_ConfirmedCases.missing|Chouteau_Montana_UnitedStates.NYT_ConfirmedCases.data|Chouteau_Montana_UnitedStates.NYT_ConfirmedCases.missing|Chouteau_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Chouteau_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Chouteau_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Chouteau_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|533.0|0|0.0|100|7.0|0|0.0|100
