|dates|Anderson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Anderson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Anderson_Texas_UnitedStates.Male_Total_Population.data|Anderson_Texas_UnitedStates.Male_Total_Population.missing|Anderson_Texas_UnitedStates.Female_Total_Population.data|Anderson_Texas_UnitedStates.Female_Total_Population.missing|Anderson_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Anderson_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8591.0|0|35546.0|0|22511.0|0|11105.0|0
