|dates|Indiana_Pennsylvania_UnitedStates.AveragePrecipitationTotal.data|Indiana_Pennsylvania_UnitedStates.AveragePrecipitationTotal.missing|Indiana_Pennsylvania_UnitedStates.AveragePrecipitation.data|Indiana_Pennsylvania_UnitedStates.AveragePrecipitation.missing|Indiana_Pennsylvania_UnitedStates.AverageWindDirection.data|Indiana_Pennsylvania_UnitedStates.AverageWindDirection.missing|Indiana_Pennsylvania_UnitedStates.AverageWindSpeed.data|Indiana_Pennsylvania_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|261.0416666666667|0|11.052083333333334|0
0|2020-01-02|0.0|0|0.0|0|182.23958333333334|0|6.067708333333333|0
0|2020-01-03|0.0|0|0.0|0|61.5625|0|1.1770833333333333|0
0|2020-01-04|0.0|0|0.0|0|244.27083333333334|0|6.666666666666667|0
0|2020-01-05|0.0|0|0.0|0|280.9375|0|10.96875|0
0|2020-01-06|0.0|0|0.0|0|259.7916666666667|0|11.572916666666666|0
0|2020-01-07|0.0|0|0.0|0|122.91666666666667|0|4.0|0
0|2020-01-08|0.0|0|0.0|0|296.5625|0|11.947916666666666|0
0|2020-01-09|0.0|0|0.0|0|113.33333333333333|0|7.302083333333333|0
0|2020-01-10|0.0|0|0.0|0|120.3125|0|4.458333333333333|0
0|2020-01-11|0.0|0|0.0|0|187.08333333333334|0|11.536458333333334|0
0|2020-01-12|0.0|0|0.0|0|210.83333333333334|0|12.552083333333334|0
0|2020-01-13|0.0|0|0.0|0|175.72916666666666|0|6.03125|0
0|2020-01-14|0.0|0|0.0|0|180.625|0|8.25|0
0|2020-01-15|0.0|0|0.0|0|134.47916666666666|0|4.260416666666667|0
0|2020-01-16|0.0|0|0.0|0|303.75|0|14.75|0
0|2020-01-17|0.0|0|0.0|0|156.14583333333334|0|5.6875|0
0|2020-01-18|0.0|0|0.0|0|176.97916666666666|0|12.125|0
0|2020-01-19|0.0|0|0.0|0|293.0208333333333|0|12.75|0
0|2020-01-20|0.0|0|0.0|0|231.66666666666666|0|6.354166666666667|0
0|2020-01-21|0.0|0|0.0|0|161.875|0|3.5625|0
0|2020-01-22|0.0|0|0.0|0|25.520833333333332|0|0.6614583333333334|0
0|2020-01-23|0.0|0|0.0|0|46.458333333333336|0|2.5729166666666665|0
0|2020-01-24|0.0|0|0.0|0|85.20833333333333|0|6.802083333333333|0
0|2020-01-25|0.0|0|0.0|0|182.8125|0|8.0625|0
0|2020-01-26|0.0|0|0.0|0|263.8541666666667|0|11.614583333333334|0
0|2020-01-27|0.0|0|0.0|0|284.53125|0|8.947916666666666|0
0|2020-01-28|0.0|0|0.0|0|284.4791666666667|0|7.822916666666667|0
0|2020-01-29|0.0|0|0.0|0|116.45833333333333|0|2.8958333333333335|0
0|2020-01-30|0.0|0|0.0|0|94.375|0|3.8541666666666665|0
0|2020-01-31|0.0|0|0.0|0|42.5|0|1.6458333333333333|0
0|2020-02-01|0.0|0|0.0|0|130.0|0|3.4479166666666665|0
0|2020-02-02|0.0|0|0.0|0|270.0|0|12.34375|0
0|2020-02-03|0.0|0|0.0|0|218.54166666666666|0|7.260416666666667|0
0|2020-02-04|0.0|0|0.0|0|232.55208333333334|0|8.947916666666666|0
0|2020-02-05|0.0|0|0.0|0|80.67708333333333|0|7.015625|0
0|2020-02-06|0.0|0|0.0|0|130.10416666666666|0|5.895833333333333|0
0|2020-02-07|0.0|0|0.0|0|265.9895833333333|0|9.598958333333334|0
0|2020-02-08|0.0|0|0.0|0|197.8125|0|8.072916666666666|0
0|2020-02-09|0.0|0|0.0|0|162.60416666666666|0|5.21875|0
0|2020-02-10|0.0|0|0.0|0|181.5625|0|9.322916666666666|0
0|2020-02-11|0.0|0|0.0|0|230.05208333333334|0|6.489583333333333|0
0|2020-02-12|0.0|0|0.0|0|156.14583333333334|0|4.953125|0
0|2020-02-13|0.0|0|0.0|0|260.1041666666667|0|9.015625|0
0|2020-02-14|0.0|0|0.0|0|273.3333333333333|0|9.255208333333334|0
0|2020-02-15|0.0|0|0.0|0|102.8125|0|4.395833333333333|0
0|2020-02-16|0.0|0|0.0|0|193.33333333333334|0|5.385416666666667|0
0|2020-02-17|0.0|0|0.0|0|40.208333333333336|0|3.8125|0
0|2020-02-18|0.0|0|0.0|0|209.375|0|10.260416666666666|0
0|2020-02-19|0.0|0|0.0|0|308.6979166666667|0|8.807291666666666|0
0|2020-02-20|0.0|0|0.0|0|194.58333333333334|0|4.53125|0
0|2020-02-21|0.0|0|0.0|0|207.39583333333334|0|5.760416666666667|0
0|2020-02-22|0.0|0|0.0|0|237.1875|0|9.0|0
0|2020-02-23|0.0|0|0.0|0|110.83333333333333|0|4.53125|0
0|2020-02-24|0.0|0|0.0|0|92.8125|0|3.2395833333333335|0
0|2020-02-25|0.0|0|0.0|0|75.52083333333333|0|4.916666666666667|0
0|2020-02-26|0.0|0|0.0|0|203.02083333333334|0|6.875|0
0|2020-02-27|0.0|0|0.0|0|278.6458333333333|0|17.885416666666668|0
0|2020-02-28|0.0|0|0.0|0|287.2916666666667|0|12.921875|0
0|2020-02-29|0.0|0|0.0|0|270.2083333333333|0|12.072916666666666|0
0|2020-03-01|0.0|0|0.0|0|169.16666666666666|0|5.041666666666667|0
0|2020-03-02|0.0|0|0.0|0|223.125|0|10.541666666666666|0
0|2020-03-03|0.0|0|0.0|0|220.10416666666666|0|8.864583333333334|0
0|2020-03-04|0.0|0|0.0|0|264.375|0|12.020833333333334|0
0|2020-03-05|0.0|0|0.0|0|68.85416666666667|0|3.2395833333333335|0
0|2020-03-06|0.0|0|0.0|0|231.66666666666666|0|8.114583333333334|0
0|2020-03-07|0.0|0|0.0|0|257.9166666666667|0|7.947916666666667|0
0|2020-03-08|0.0|0|0.0|0|183.54166666666666|0|5.697916666666667|0
