|dates|Crockett_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crockett_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crockett_Tennessee_UnitedStates.Male_Total_Population.data|Crockett_Tennessee_UnitedStates.Male_Total_Population.missing|Crockett_Tennessee_UnitedStates.Female_Total_Population.data|Crockett_Tennessee_UnitedStates.Female_Total_Population.missing|Crockett_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Crockett_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2692.0|0|6853.0|0|7475.0|0|3375.0|0
