|dates|Ward_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ward_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ward_Texas_UnitedStates.Male_Total_Population.data|Ward_Texas_UnitedStates.Male_Total_Population.missing|Ward_Texas_UnitedStates.Female_Total_Population.data|Ward_Texas_UnitedStates.Female_Total_Population.missing|Ward_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Ward_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1636.0|0|5898.0|0|5822.0|0|3358.0|0
