|dates|Roosevelt_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Roosevelt_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Roosevelt_NewMexico_UnitedStates.Male_Total_Population.data|Roosevelt_NewMexico_UnitedStates.Male_Total_Population.missing|Roosevelt_NewMexico_UnitedStates.Female_Total_Population.data|Roosevelt_NewMexico_UnitedStates.Female_Total_Population.missing|Roosevelt_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Roosevelt_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2672.0|0|9375.0|0|9368.0|0|4552.0|0
