|dates|Lackawanna_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lackawanna_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lackawanna_Pennsylvania_UnitedStates.Male_Total_Population.data|Lackawanna_Pennsylvania_UnitedStates.Male_Total_Population.missing|Lackawanna_Pennsylvania_UnitedStates.Female_Total_Population.data|Lackawanna_Pennsylvania_UnitedStates.Female_Total_Population.missing|Lackawanna_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Lackawanna_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|42061.0|0|102330.0|0|108463.0|0|43243.0|0
