|dates|Magoffin_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Magoffin_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Magoffin_Kentucky_UnitedStates.Male_Total_Population.data|Magoffin_Kentucky_UnitedStates.Male_Total_Population.missing|Magoffin_Kentucky_UnitedStates.Female_Total_Population.data|Magoffin_Kentucky_UnitedStates.Female_Total_Population.missing|Magoffin_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Magoffin_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2123.0|0|6176.0|0|6186.0|0|2760.0|0
