|dates|Sandoval_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sandoval_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sandoval_NewMexico_UnitedStates.Male_Total_Population.data|Sandoval_NewMexico_UnitedStates.Male_Total_Population.missing|Sandoval_NewMexico_UnitedStates.Female_Total_Population.data|Sandoval_NewMexico_UnitedStates.Female_Total_Population.missing|Sandoval_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Sandoval_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|25756.0|0|71144.0|0|74035.0|0|33748.0|0
