|dates|Phillips_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Phillips_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Phillips_Arkansas_UnitedStates.Male_Total_Population.data|Phillips_Arkansas_UnitedStates.Male_Total_Population.missing|Phillips_Arkansas_UnitedStates.Female_Total_Population.data|Phillips_Arkansas_UnitedStates.Female_Total_Population.missing|Phillips_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Phillips_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3426.0|0|8476.0|0|9553.0|0|4646.0|0
