|dates|Brown_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brown_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brown_Kansas_UnitedStates.Male_Total_Population.data|Brown_Kansas_UnitedStates.Male_Total_Population.missing|Brown_Kansas_UnitedStates.Female_Total_Population.data|Brown_Kansas_UnitedStates.Female_Total_Population.missing|Brown_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Brown_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1968.0|0|4737.0|0|4861.0|0|2424.0|0
