|dates|Petersburg_Virginia_UnitedStates.BLS_EmployedPopulation.data|Petersburg_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Petersburg_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Petersburg_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Petersburg_Virginia_UnitedStates.BLS_UnemploymentRate.data|Petersburg_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Petersburg_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Petersburg_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-02|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-03|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-04|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-05|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-06|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-07|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-08|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-09|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-10|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-11|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-12|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-13|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-14|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-15|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-16|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-17|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-18|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-19|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-20|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-21|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-22|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-23|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-24|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-25|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-26|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-27|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-28|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-29|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-30|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-01-31|12434.0|0|742.0|0|5.631451123254402|0|13176.0|0
0|2020-02-01|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-02|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-03|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-04|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-05|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-06|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-07|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-08|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-09|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-10|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-11|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-12|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-13|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-14|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-15|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-16|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-17|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-18|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-19|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-20|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-21|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-22|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-23|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-24|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-25|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-26|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-27|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-28|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-02-29|12526.0|0|751.5|0|5.659951045000941|0|13277.5|0
0|2020-03-01|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-02|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-03|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-04|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-05|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-06|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-07|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-08|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-09|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-10|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-11|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-12|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-13|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-14|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-15|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-16|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-17|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-18|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-19|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-20|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-21|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-22|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-23|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-24|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-25|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-26|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-27|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-28|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-29|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-30|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-03-31|12389.0|0|816.5|0|6.183029798190148|0|13205.5|0
0|2020-04-01|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-02|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-03|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-04|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-05|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-06|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-07|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-08|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-09|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-10|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-11|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-12|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-13|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-14|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-15|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-16|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-17|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-18|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-19|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-20|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-21|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-22|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-23|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-24|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-25|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-26|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-27|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-28|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-29|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-04-30|11037.0|0|2249.5|0|16.93071915101795|0|13286.5|0
0|2020-05-01|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-02|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-03|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-04|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-05|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-06|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-07|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-08|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-09|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-10|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-11|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-12|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-13|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-14|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-15|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-16|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-17|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-18|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-19|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-20|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
0|2020-05-21|11091.0|0|2106.0|0|15.958172311889065|0|13197.0|0
