|dates|Washington_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Pennsylvania_UnitedStates.Male_Total_Population.data|Washington_Pennsylvania_UnitedStates.Male_Total_Population.missing|Washington_Pennsylvania_UnitedStates.Female_Total_Population.data|Washington_Pennsylvania_UnitedStates.Female_Total_Population.missing|Washington_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|42617.0|0|101855.0|0|105491.0|0|40332.0|0
