|dates|Susquehanna_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Susquehanna_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Susquehanna_Pennsylvania_UnitedStates.Male_Total_Population.data|Susquehanna_Pennsylvania_UnitedStates.Male_Total_Population.missing|Susquehanna_Pennsylvania_UnitedStates.Female_Total_Population.data|Susquehanna_Pennsylvania_UnitedStates.Female_Total_Population.missing|Susquehanna_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Susquehanna_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9604.0|0|20465.0|0|20124.0|0|7498.0|0
