|dates|Osage_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Osage_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Osage_Oklahoma_UnitedStates.Male_Total_Population.data|Osage_Oklahoma_UnitedStates.Male_Total_Population.missing|Osage_Oklahoma_UnitedStates.Female_Total_Population.data|Osage_Oklahoma_UnitedStates.Female_Total_Population.missing|Osage_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Osage_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9386.0|0|23567.0|0|23447.0|0|10217.0|0
