|dates|Surry_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Surry_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Surry_NorthCarolina_UnitedStates.Male_Total_Population.data|Surry_NorthCarolina_UnitedStates.Male_Total_Population.missing|Surry_NorthCarolina_UnitedStates.Female_Total_Population.data|Surry_NorthCarolina_UnitedStates.Female_Total_Population.missing|Surry_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Surry_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14744.0|0|35001.0|0|36947.0|0|15195.0|0
