|dates|Lawrence_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lawrence_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lawrence_SouthDakota_UnitedStates.Male_Total_Population.data|Lawrence_SouthDakota_UnitedStates.Male_Total_Population.missing|Lawrence_SouthDakota_UnitedStates.Female_Total_Population.data|Lawrence_SouthDakota_UnitedStates.Female_Total_Population.missing|Lawrence_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Lawrence_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5617.0|0|12867.0|0|12874.0|0|4600.0|0
