|dates|Madison_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_NewYork_UnitedStates.Male_Total_Population.data|Madison_NewYork_UnitedStates.Male_Total_Population.missing|Madison_NewYork_UnitedStates.Female_Total_Population.data|Madison_NewYork_UnitedStates.Female_Total_Population.missing|Madison_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12955.0|0|34933.0|0|35862.0|0|13463.0|0
