|dates|Alexandria_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Alexandria_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Alexandria_Virginia_UnitedStates.Male_Total_Population.data|Alexandria_Virginia_UnitedStates.Male_Total_Population.missing|Alexandria_Virginia_UnitedStates.Female_Total_Population.data|Alexandria_Virginia_UnitedStates.Female_Total_Population.missing|Alexandria_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Alexandria_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18465.0|0|77269.0|0|83261.0|0|29434.0|0
