|dates|Gates_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Gates_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Gates_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Gates_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Gates_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Gates_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Gates_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Gates_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|4892.0|0|221.0|0|4.3223156659495405|0|5113.0|0
