|dates|Cumberland_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cumberland_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cumberland_NorthCarolina_UnitedStates.Male_Total_Population.data|Cumberland_NorthCarolina_UnitedStates.Male_Total_Population.missing|Cumberland_NorthCarolina_UnitedStates.Female_Total_Population.data|Cumberland_NorthCarolina_UnitedStates.Female_Total_Population.missing|Cumberland_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Cumberland_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|39617.0|0|164493.0|0|167837.0|0|82119.0|0
