|dates|Upshur_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Upshur_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Upshur_Texas_UnitedStates.Male_Total_Population.data|Upshur_Texas_UnitedStates.Male_Total_Population.missing|Upshur_Texas_UnitedStates.Female_Total_Population.data|Upshur_Texas_UnitedStates.Female_Total_Population.missing|Upshur_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Upshur_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7576.0|0|20387.0|0|20873.0|0|9817.0|0
