|dates|Vance_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Vance_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Vance_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Vance_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Vance_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Vance_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Vance_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Vance_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-02|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-03|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-04|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-05|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-06|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-07|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-08|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-09|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-10|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-11|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-12|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-13|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-14|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-15|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-16|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-17|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-18|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-19|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-20|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-21|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-22|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-23|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-24|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-25|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-26|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-27|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-28|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-29|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-30|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-01-31|16444.0|0|1014.5|0|5.810923046080705|0|17458.5|0
0|2020-02-01|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-02|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-03|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-04|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-05|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-06|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-07|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-08|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-09|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-10|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-11|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-12|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-13|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-14|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-15|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-16|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-17|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-18|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-19|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-20|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-21|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-22|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-23|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-24|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-25|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-26|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-27|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-28|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-02-29|16479.0|0|918.0|0|5.276771857216762|0|17397.0|0
0|2020-03-01|16034.5|0|1010.5|0|5.928424757993547|0|17045.0|0
0|2020-03-02|16034.5|0|1010.5|0|5.928424757993547|0|17045.0|0
0|2020-03-03|16034.5|0|1010.5|0|5.928424757993547|0|17045.0|0
