|dates|Shelby_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shelby_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shelby_Iowa_UnitedStates.Male_Total_Population.data|Shelby_Iowa_UnitedStates.Male_Total_Population.missing|Shelby_Iowa_UnitedStates.Female_Total_Population.data|Shelby_Iowa_UnitedStates.Female_Total_Population.missing|Shelby_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Shelby_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2618.0|0|5725.0|0|5853.0|0|2603.0|0
