|dates|Schenectady_NewYork_UnitedStates.BLS_EmployedPopulation.data|Schenectady_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Schenectady_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Schenectady_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Schenectady_NewYork_UnitedStates.BLS_UnemploymentRate.data|Schenectady_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Schenectady_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Schenectady_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-02|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-03|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-04|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-05|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-06|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-07|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-08|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-09|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-10|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-11|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-12|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-13|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-14|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-15|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-16|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-17|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-18|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-19|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-20|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-21|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-22|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-23|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-24|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-25|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-26|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-27|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-28|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-29|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-30|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-01-31|73562.5|0|3133.5|0|4.085610722853865|0|76696.0|0
0|2020-02-01|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-02|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-03|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-04|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-05|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-06|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-07|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-08|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-09|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-10|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-11|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-12|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-13|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-14|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-15|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-16|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-17|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-18|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-19|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-20|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-21|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-22|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-23|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-24|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-25|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-26|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-27|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-28|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-02-29|73512.5|0|3077.0|0|4.01752198408398|0|76589.5|0
0|2020-03-01|73270.5|0|3200.5|0|4.18524669482549|0|76471.0|0
0|2020-03-02|73270.5|0|3200.5|0|4.18524669482549|0|76471.0|0
0|2020-03-03|73270.5|0|3200.5|0|4.18524669482549|0|76471.0|0
0|2020-03-04|73270.5|0|3200.5|0|4.18524669482549|0|76471.0|0
0|2020-03-05|73270.5|0|3200.5|0|4.18524669482549|0|76471.0|0
0|2020-03-06|73270.5|0|3200.5|0|4.18524669482549|0|76471.0|0
