|dates|Okaloosa_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Okaloosa_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Okaloosa_Florida_UnitedStates.Male_Total_Population.data|Okaloosa_Florida_UnitedStates.Male_Total_Population.missing|Okaloosa_Florida_UnitedStates.Female_Total_Population.data|Okaloosa_Florida_UnitedStates.Female_Total_Population.missing|Okaloosa_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Okaloosa_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|33189.0|0|104997.0|0|102272.0|0|46083.0|0
