|dates|Millard_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Millard_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Millard_Utah_UnitedStates.Male_Total_Population.data|Millard_Utah_UnitedStates.Male_Total_Population.missing|Millard_Utah_UnitedStates.Female_Total_Population.data|Millard_Utah_UnitedStates.Female_Total_Population.missing|Millard_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Millard_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2232.0|0|6658.0|0|6348.0|0|3997.0|0
