|dates|Zavala_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Zavala_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Zavala_Texas_UnitedStates.Male_Total_Population.data|Zavala_Texas_UnitedStates.Male_Total_Population.missing|Zavala_Texas_UnitedStates.Female_Total_Population.data|Zavala_Texas_UnitedStates.Female_Total_Population.missing|Zavala_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Zavala_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1712.0|0|6061.0|0|5922.0|0|3506.0|0
