|dates|Wilkes_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wilkes_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wilkes_NorthCarolina_UnitedStates.Male_Total_Population.data|Wilkes_NorthCarolina_UnitedStates.Male_Total_Population.missing|Wilkes_NorthCarolina_UnitedStates.Female_Total_Population.data|Wilkes_NorthCarolina_UnitedStates.Female_Total_Population.missing|Wilkes_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Wilkes_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14777.0|0|33729.0|0|34828.0|0|14043.0|0
