|dates|Halifax_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Halifax_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Halifax_Virginia_UnitedStates.Male_Total_Population.data|Halifax_Virginia_UnitedStates.Male_Total_Population.missing|Halifax_Virginia_UnitedStates.Female_Total_Population.data|Halifax_Virginia_UnitedStates.Female_Total_Population.missing|Halifax_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Halifax_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8313.0|0|16355.0|0|17765.0|0|6921.0|0
