|dates|Nantucket_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nantucket_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nantucket_Massachusetts_UnitedStates.Male_Total_Population.data|Nantucket_Massachusetts_UnitedStates.Male_Total_Population.missing|Nantucket_Massachusetts_UnitedStates.Female_Total_Population.data|Nantucket_Massachusetts_UnitedStates.Female_Total_Population.missing|Nantucket_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|Nantucket_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1680.0|0|5769.0|0|5558.0|0|2398.0|0
