|dates|Fountain_Indiana_UnitedStates.BLS_EmployedPopulation.data|Fountain_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Fountain_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Fountain_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Fountain_Indiana_UnitedStates.BLS_UnemploymentRate.data|Fountain_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Fountain_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Fountain_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-02|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-03|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-04|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-05|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-06|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-07|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-08|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-09|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-10|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-11|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-12|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-13|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-14|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-15|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-16|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-17|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-18|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-19|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-20|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-21|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-22|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-23|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-24|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-25|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-26|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-27|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-28|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-29|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-30|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-01-31|7569.5|0|301.0|0|3.824407597992504|0|7870.5|0
0|2020-02-01|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-02|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-03|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-04|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-05|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-06|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-07|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-08|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-09|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-10|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-11|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-12|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-13|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-14|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-15|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-16|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-17|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-18|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-19|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-20|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-21|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-22|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-23|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-24|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-25|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-26|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-27|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-28|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-02-29|7584.0|0|275.5|0|3.5053120427508113|0|7859.5|0
0|2020-03-01|7374.5|0|273.5|0|3.5760983263598325|0|7648.0|0
0|2020-03-02|7374.5|0|273.5|0|3.5760983263598325|0|7648.0|0
