|dates|Cabarrus_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cabarrus_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cabarrus_NorthCarolina_UnitedStates.Male_Total_Population.data|Cabarrus_NorthCarolina_UnitedStates.Male_Total_Population.missing|Cabarrus_NorthCarolina_UnitedStates.Female_Total_Population.data|Cabarrus_NorthCarolina_UnitedStates.Female_Total_Population.missing|Cabarrus_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Cabarrus_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27948.0|0|102992.0|0|108350.0|0|54217.0|0
