|dates|Hansford_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hansford_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hansford_Texas_UnitedStates.Male_Total_Population.data|Hansford_Texas_UnitedStates.Male_Total_Population.missing|Hansford_Texas_UnitedStates.Female_Total_Population.data|Hansford_Texas_UnitedStates.Female_Total_Population.missing|Hansford_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hansford_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|807.0|0|2785.0|0|2678.0|0|1594.0|0
