|dates|Aiken_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Aiken_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Aiken_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Aiken_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Aiken_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Aiken_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Aiken_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Aiken_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-02|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-03|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-04|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-05|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-06|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-07|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-08|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-09|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-10|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-11|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-12|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-13|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-14|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-15|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-16|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-17|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-18|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-19|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-20|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-21|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-22|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-23|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-24|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-25|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-26|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-27|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-28|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-29|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-30|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-01-31|73186.5|0|2267.5|0|3.005142205847271|0|75454.0|0
0|2020-02-01|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-02|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-03|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-04|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-05|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-06|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-07|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-08|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-09|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-10|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-11|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-12|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-13|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-14|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-15|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-16|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-17|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-18|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-19|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-20|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-21|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-22|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-23|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-24|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-25|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-26|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-27|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-28|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-02-29|73462.5|0|2282.0|0|3.0127600023764103|0|75744.5|0
0|2020-03-01|73461.5|0|2273.5|0|3.0019145705420214|0|75735.0|0
0|2020-03-02|73461.5|0|2273.5|0|3.0019145705420214|0|75735.0|0
0|2020-03-03|73461.5|0|2273.5|0|3.0019145705420214|0|75735.0|0
0|2020-03-04|73461.5|0|2273.5|0|3.0019145705420214|0|75735.0|0
0|2020-03-05|73461.5|0|2273.5|0|3.0019145705420214|0|75735.0|0
0|2020-03-06|73461.5|0|2273.5|0|3.0019145705420214|0|75735.0|0
0|2020-03-07|73461.5|0|2273.5|0|3.0019145705420214|0|75735.0|0
