|dates|Somervell_Texas_UnitedStates.BLS_EmployedPopulation.data|Somervell_Texas_UnitedStates.BLS_EmployedPopulation.missing|Somervell_Texas_UnitedStates.BLS_UnemployedPopulation.data|Somervell_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Somervell_Texas_UnitedStates.BLS_UnemploymentRate.data|Somervell_Texas_UnitedStates.BLS_UnemploymentRate.missing|Somervell_Texas_UnitedStates.BLS_LaborForcePopulation.data|Somervell_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-02|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-03|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-04|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-05|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-06|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-07|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-08|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-09|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-10|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-11|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-12|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-13|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-14|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-15|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-16|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-17|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-18|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-19|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-20|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-21|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-22|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-23|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-24|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-25|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-26|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-27|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-28|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-29|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-30|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-01-31|4254.0|0|174.0|0|3.9295392953929538|0|4428.0|0
0|2020-02-01|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-02|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-03|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-04|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-05|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-06|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-07|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-08|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-09|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-10|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-11|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-12|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-13|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-14|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-15|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-16|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-17|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-18|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-19|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-20|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
0|2020-02-21|4286.5|0|162.5|0|3.6525061811643065|0|4449.0|0
