|dates|Huron_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Huron_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Huron_Ohio_UnitedStates.Male_Total_Population.data|Huron_Ohio_UnitedStates.Male_Total_Population.missing|Huron_Ohio_UnitedStates.Female_Total_Population.data|Huron_Ohio_UnitedStates.Female_Total_Population.missing|Huron_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Huron_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10030.0|0|28903.0|0|29601.0|0|14086.0|0
