|dates|Oregon_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Oregon_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Oregon_Missouri_UnitedStates.Male_Total_Population.data|Oregon_Missouri_UnitedStates.Male_Total_Population.missing|Oregon_Missouri_UnitedStates.Female_Total_Population.data|Oregon_Missouri_UnitedStates.Female_Total_Population.missing|Oregon_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Oregon_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2458.0|0|5180.0|0|5361.0|0|2378.0|0
