|dates|Adams_Indiana_UnitedStates.BLS_EmployedPopulation.data|Adams_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Adams_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Adams_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Adams_Indiana_UnitedStates.BLS_UnemploymentRate.data|Adams_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Adams_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Adams_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-02|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-03|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-04|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-05|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-06|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-07|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-08|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-09|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-10|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-11|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-12|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-13|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-14|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-15|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-16|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-17|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-18|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-19|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-20|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-21|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-22|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-23|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-24|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-25|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-26|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-27|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-28|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-29|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-30|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-01-31|16432.0|0|499.0|0|2.9472565117240563|0|16931.0|0
0|2020-02-01|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-02|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-03|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-04|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-05|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-06|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-07|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-08|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-09|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-10|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-11|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-12|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-13|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-14|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-15|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-16|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-17|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-18|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-19|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-20|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-21|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-22|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-23|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-24|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-25|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-26|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-27|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-28|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-02-29|16392.0|0|519.5|0|3.0718741684652455|0|16911.5|0
0|2020-03-01|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-02|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-03|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-04|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-05|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-06|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-07|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-08|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-09|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-10|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-11|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-12|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-13|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-14|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-15|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-16|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-17|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-18|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-19|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-20|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-21|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-22|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-23|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-24|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-25|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
0|2020-03-26|15934.5|0|465.0|0|2.8354523003750116|0|16399.5|0
