|dates|Sierra_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sierra_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sierra_California_UnitedStates.Male_Total_Population.data|Sierra_California_UnitedStates.Male_Total_Population.missing|Sierra_California_UnitedStates.Female_Total_Population.data|Sierra_California_UnitedStates.Female_Total_Population.missing|Sierra_California_UnitedStates.MaleAndFemale_Under18_Population.data|Sierra_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|945.0|0|1511.0|0|1476.0|0|480.0|0
