|dates|Montmorency_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montmorency_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montmorency_Michigan_UnitedStates.Male_Total_Population.data|Montmorency_Michigan_UnitedStates.Male_Total_Population.missing|Montmorency_Michigan_UnitedStates.Female_Total_Population.data|Montmorency_Michigan_UnitedStates.Female_Total_Population.missing|Montmorency_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Montmorency_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2992.0|0|4722.0|0|4543.0|0|1390.0|0
