|dates|Pawnee_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pawnee_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pawnee_Oklahoma_UnitedStates.Male_Total_Population.data|Pawnee_Oklahoma_UnitedStates.Male_Total_Population.missing|Pawnee_Oklahoma_UnitedStates.Female_Total_Population.data|Pawnee_Oklahoma_UnitedStates.Female_Total_Population.missing|Pawnee_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Pawnee_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3164.0|0|8125.0|0|8265.0|0|3878.0|0
