|dates|Massac_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Massac_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Massac_Illinois_UnitedStates.Male_Total_Population.data|Massac_Illinois_UnitedStates.Male_Total_Population.missing|Massac_Illinois_UnitedStates.Female_Total_Population.data|Massac_Illinois_UnitedStates.Female_Total_Population.missing|Massac_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Massac_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2957.0|0|6743.0|0|7337.0|0|3108.0|0
