|dates|Kiowa_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kiowa_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kiowa_Oklahoma_UnitedStates.Male_Total_Population.data|Kiowa_Oklahoma_UnitedStates.Male_Total_Population.missing|Kiowa_Oklahoma_UnitedStates.Female_Total_Population.data|Kiowa_Oklahoma_UnitedStates.Female_Total_Population.missing|Kiowa_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Kiowa_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1729.0|0|4338.0|0|4391.0|0|2045.0|0
