|dates|Williams_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Williams_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Williams_NorthDakota_UnitedStates.Male_Total_Population.data|Williams_NorthDakota_UnitedStates.Male_Total_Population.missing|Williams_NorthDakota_UnitedStates.Female_Total_Population.data|Williams_NorthDakota_UnitedStates.Female_Total_Population.missing|Williams_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Williams_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3388.0|0|19043.0|0|16307.0|0|10135.0|0
