|dates|Piute_Utah_UnitedStates.BLS_EmployedPopulation.data|Piute_Utah_UnitedStates.BLS_EmployedPopulation.missing|Piute_Utah_UnitedStates.BLS_UnemployedPopulation.data|Piute_Utah_UnitedStates.BLS_UnemployedPopulation.missing|Piute_Utah_UnitedStates.BLS_UnemploymentRate.data|Piute_Utah_UnitedStates.BLS_UnemploymentRate.missing|Piute_Utah_UnitedStates.BLS_LaborForcePopulation.data|Piute_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-02|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-03|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-04|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-05|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-06|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-07|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-08|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-09|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-10|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-11|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-12|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-13|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-14|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-15|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-16|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-17|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-18|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-19|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-20|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-21|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-22|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-23|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-24|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-25|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-26|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-27|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-28|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-29|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-30|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-01-31|438.0|0|25.5|0|5.501618122977346|0|463.5|0
0|2020-02-01|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-02|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-03|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-04|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-05|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-06|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-07|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-08|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-09|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-10|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-11|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-12|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-13|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-14|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-15|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-16|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-17|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-18|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-19|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-20|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-21|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-22|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-23|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-24|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-25|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-26|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-27|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-28|452.0|0|28.5|0|5.931321540062435|0|480.5|0
0|2020-02-29|452.0|0|28.5|0|5.931321540062435|0|480.5|0
