|dates|Osage_Missouri_UnitedStates.BLS_EmployedPopulation.data|Osage_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Osage_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Osage_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Osage_Missouri_UnitedStates.BLS_UnemploymentRate.data|Osage_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Osage_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Osage_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-02|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-03|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-04|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-05|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-06|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-07|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-08|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-09|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-10|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-11|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-12|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-13|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-14|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-15|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-16|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-17|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-18|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-19|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-20|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-21|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-22|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-23|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-24|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-25|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-26|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-27|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-28|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-29|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-30|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-01-31|6912.5|0|214.0|0|3.0028765873851118|0|7126.5|0
0|2020-02-01|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-02|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-03|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-04|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-05|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-06|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-07|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-08|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-09|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-10|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-11|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-12|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-13|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-14|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-15|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-16|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-17|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-18|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-19|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-20|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-21|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-22|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-23|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-24|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-25|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-26|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-27|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-28|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-02-29|6931.0|0|183.0|0|2.572392465560866|0|7114.0|0
0|2020-03-01|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-02|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-03|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-04|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-05|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-06|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-07|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-08|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-09|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-10|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-11|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-12|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-13|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-14|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-15|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-16|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-17|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-18|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-19|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-20|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-21|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-22|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-23|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-24|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-25|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-26|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-27|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-28|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-29|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-30|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-03-31|6912.0|0|228.5|0|3.2000560184861|0|7140.5|0
0|2020-04-01|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-02|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-03|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-04|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-05|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-06|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-07|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-08|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-09|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-10|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-11|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-12|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-13|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-14|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-15|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-16|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-17|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-18|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-19|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-20|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-21|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-22|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-23|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-24|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-25|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-26|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-27|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-28|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-29|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-04-30|6474.0|0|381.5|0|5.564874917949092|0|6855.5|0
0|2020-05-01|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-02|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-03|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-04|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-05|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-06|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-07|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-08|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-09|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-10|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-11|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-12|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-13|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-14|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-15|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-16|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-17|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-18|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-19|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-20|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-21|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-22|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-23|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-24|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-25|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-26|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-27|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-28|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-29|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-30|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-05-31|6409.0|0|294.0|0|4.386095778009846|0|6703.0|0
0|2020-06-01|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-02|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-03|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-04|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-05|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-06|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-07|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-08|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-09|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-10|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-11|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-12|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-13|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-14|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-15|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-16|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-17|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-18|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-19|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-20|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-21|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-22|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-23|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-24|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-25|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-26|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-27|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-28|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-29|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-06-30|6767.0|0|318.0|0|4.488355681016231|0|7085.0|0
0|2020-07-01|6953.0|0|377.0|0|5.14324693042292|0|7330.0|0
0|2020-07-02|6953.0|0|377.0|0|5.14324693042292|0|7330.0|0
