|dates|Jackson_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Georgia_UnitedStates.Male_Total_Population.data|Jackson_Georgia_UnitedStates.Male_Total_Population.missing|Jackson_Georgia_UnitedStates.Female_Total_Population.data|Jackson_Georgia_UnitedStates.Female_Total_Population.missing|Jackson_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10156.0|0|34706.0|0|35716.0|0|17895.0|0
